Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,_Basement,_Garage,_Pool,_Fence,_Porch,_MasVnrArea,_WoodDeck,_MiscFeature,_New,_Remodeled,_NormalSale,_AfterWW2,LogPrice,TotalFloorSF,TotalSF,TotalPorchSF
11,20,RL,0.14489648742089573,0.4114373322793409,2,0,1,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,-0.8159593473487858,3,3,CBlock,3,3,1,3,0.8627174173278327,1,-0.35534240780090887,-0.400943601613064,0.1723336629619597,GasA,5,1,SBrkr,-0.19070643976992047,-0.8701173641387884,-0.1336023189084742,-0.9621411308592118,1,0,1,0,3,1,3,5,10,0,0,Detchd,1965.0,1,1,0.09974254194068016,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,2,2008,WD,Normal,129500,1,1,0,0,0,0,0,0,0,0,1,1,11.771436160121729,-1.0608238039087088,-0.7898074678972521,-1.8984515323381128
12,60,RL,0.7540901617995986,0.5325412951942003,2,0,2,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,1.3361601867807424,5,3,PConc,5,3,1,6,0.8950181331818131,1,-0.35534240780090887,-0.2517523989074381,0.278799154590654,GasA,5,1,SBrkr,0.21226477881385913,1.268709904208423,-0.1336023189084742,1.4495189887221012,1,0,3,0,4,1,5,11,10,2,4,BuiltIn,2005.0,3,3,0.5461440705466719,3,3,3,0.9786020149110191,0.3636751267573925,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2006,New,Partial,345000,1,1,0,0,1,1,1,0,1,1,0,1,12.751299696013497,1.480974683022282,1.7283181433127552,-0.46185993061802083
13,20,RL,0.14713213959216614,0.6948115735339796,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,-0.8159593473487858,3,3,CBlock,3,3,1,5,0.7937783563059604,1,-0.35534240780090887,-0.25784911051290305,0.057779490483681785,GasA,3,1,SBrkr,-0.6041698033349632,-0.8701173641387884,-0.1336023189084742,-1.3559153824561168,1,0,1,0,2,1,3,4,10,0,0,Detchd,1962.0,1,1,0.040087592985020626,3,3,3,0.9599344984235371,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,3.3973293677505736,-0.06939258050999438,0,0,None,-0.19048147368468307,9,2008,WD,Normal,144000,1,1,0,0,1,0,1,0,0,0,1,1,11.877568578558138,-1.4742871674737517,-1.298135891972435,1.7916472544209445
14,20,RL,0.9684448070570296,0.3144491022683455,2,0,2,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.3617771374921406,4,3,PConc,4,3,3,1,-1.4141397865663,1,-0.35534240780090887,0.896469729269817,0.48835399648426275,GasA,5,1,SBrkr,0.9499139953159745,-0.8701173641387884,-0.1336023189084742,0.12416299608776538,0,0,2,0,3,1,4,7,10,1,4,Attchd,2006.0,2,3,0.6368920147672018,3,3,3,1.0110391653903348,0.5659933720362824,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,8,2007,New,Partial,279500,1,1,0,0,1,1,1,0,1,1,0,1,12.540757571577291,0.07979663117718616,0.6125169925720282,-0.2595416853391309
15,20,RL,0.14713213959216614,0.36248930421281916,2,0,2,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.222768076490322,3,3,CBlock,3,3,1,4,0.7919613231847057,1,-0.35534240780090887,0.32770969718639265,0.3348704631938017,GasA,3,1,SBrkr,0.39594187406343206,-0.8701173641387884,-0.1336023189084742,-0.40342899071097243,1,0,1,1,2,1,3,5,10,1,2,Attchd,1960.0,2,1,0.040087592985020626,3,3,3,-0.9467014684878265,1.4209723002744605,2.593424152287332,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,2,None,-0.19048147368468307,5,2008,WD,Normal,157000,1,1,0,1,1,1,0,0,0,0,1,1,11.964001084330445,-0.4741754900753563,-0.06855852751717073,3.5931056060646935
16,45,RM,-0.844968866254711,-0.7569446421563429,2,0,1,Lvl,4,Corner,1,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,3,BrkTil,3,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.5809131825093388,-0.022287421989230862,GasA,5,1,FuseA,-0.8110080570074709,-0.8701173641387884,-0.1336023189084742,-1.5529040051946095,0,0,1,0,2,1,3,5,10,0,0,Detchd,1991.0,1,2,0.37789006719164847,3,3,3,0.5527215630398541,1.1241823164361249,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,4,None,-0.19048147368468307,7,2007,WD,Normal,132000,1,1,0,1,1,0,1,0,0,1,1,0,11.790557201568507,-1.6811254211462594,-1.5751914271838403,0.29864725906071155
17,20,RL,0.14713213959216614,0.4185018382129485,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.160862309223892,3,3,CBlock,3,3,1,5,0.7126552809828082,1,-0.35534240780090887,0.2203569325917177,0.1416049170532521,GasA,5,1,SBrkr,-0.30161650412361296,-0.8701173641387884,-0.1336023189084742,-1.067769661544179,1,0,1,0,2,1,3,5,10,1,3,Attchd,1970.0,3,2,0.25278866213083967,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,Shed,5.155843751854795,3,2010,WD,Normal,149000,1,1,0,0,0,1,0,1,0,0,1,1,11.911701584927597,-1.1717338682624012,-0.9261647444909269,-1.8984515323381128
18,90,RL,0.23319075673691717,0.33951441892573814,2,0,1,Lvl,4,Inside,1,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,Slab,0,0,0,0,-1.4141397865663,0,-0.35534240780090887,-3.047600483023416,-5.894038092795351,GasA,3,1,SBrkr,0.5021917411385872,-0.8701173641387884,-0.1336023189084742,-0.3022387388612262,0,0,2,0,2,2,3,6,10,0,0,CarPort,1967.0,1,2,0.302406849796158,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,Shed,4.88177461336811,10,2006,WD,Normal,90000,0,1,0,0,0,0,0,1,0,0,1,1,11.407564949312402,-0.36792562300020115,-6.1962768316565775,-1.8984515323381128
19,20,RL,-0.03940959183012634,0.8002694034744587,2,0,1,Lvl,4,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,3,3,PConc,3,3,1,6,0.7497809235625648,1,-0.35534240780090887,0.2709771455905103,0.23229298752260602,GasA,5,1,SBrkr,0.025706314768844437,-0.8701173641387884,-0.1336023189084742,-0.7560339446752996,1,0,1,1,3,1,4,6,10,0,0,Detchd,2004.0,1,2,0.37789006719164847,3,3,3,-0.9467014684878265,1.0811182370178571,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2008,WD,Normal,159000,1,1,0,0,1,0,0,0,1,0,1,1,11.976659481202368,-0.8444110493699439,-0.5237409571526936,0.2555831796424438
20,20,RL,0.14489648742089573,-0.34843473517856816,2,0,1,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,-0.8159593473487858,3,3,CBlock,3,3,1,2,0.6669371959740497,1,-0.35534240780090887,0.33286306240098845,0.16305853711728666,GasA,3,1,SBrkr,0.6049758759327523,-0.8701173641387884,-0.1336023189084742,-0.20434918123361143,0,0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,1,1,-0.08330732107644971,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,3,None,-0.19048147368468307,5,2009,COD,Abnorml,139000,1,1,0,1,0,0,0,0,0,1,0,1,11.842229212112828,-0.2651414882060361,-0.04129064411632477,-1.8984515323381128
21,60,RL,1.2964044794336353,0.8723205677566896,2,0,2,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.4438966138570737,4,3,PConc,5,3,3,1,-1.4141397865663,1,-0.35534240780090887,0.7591163943688116,0.2660854285018897,GasA,5,1,SBrkr,0.1476742536758032,1.2882636342230207,-0.1336023189084742,1.5159052128734698,0,0,3,1,4,1,4,9,10,1,4,BuiltIn,2005.0,2,3,0.6474374043605572,3,3,3,1.166456441018126,1.2710636793695507,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,11,2006,New,Partial,325300,1,1,0,0,1,1,1,0,1,1,0,1,12.692503112461443,1.4359378878988238,1.7819906413753595,0.44552862199413734
22,45,RM,-0.49789100510785184,-0.3770303628406803,2,1,1,Bnk,4,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,3,PConc,3,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.4370168385635884,-0.2551440492401998,GasA,5,1,FuseF,0.008702483664379035,-0.8701173641387884,-0.1336023189084742,-0.7722280538938489,0,0,1,0,3,1,4,6,10,1,4,Attchd,1930.0,1,1,-0.11673233209298295,3,3,1,-0.9467014684878265,-1.0729164749626994,2.6812936230712983,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,4,None,-0.19048147368468307,6,2007,WD,Normal,139400,1,1,0,1,1,0,0,0,0,1,1,0,11.845102777308561,-0.8614148804744093,-1.0273721031340486,1.1870863016115005
23,20,RL,0.3611968868253969,0.1418004563840213,2,0,1,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.3294769230043855,4,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.990008259331779,0.6397203622374705,GasA,5,1,SBrkr,1.5279877820562617,-0.8701173641387884,-0.1336023189084742,0.6747089278451178,0,0,2,0,3,1,4,7,10,1,4,Attchd,2002.0,2,2,0.3259345574865135,3,3,3,1.0365020666144062,1.2858191911596641,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,9,2008,WD,Normal,230000,1,1,0,0,1,1,1,0,1,0,1,1,12.345834587905333,0.6578704179174734,1.3144292900825882,0.4602841337842508
24,120,RM,-1.3045042968858145,-1.4737120387157325,2,0,1,Lvl,4,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,-0.8159593473487858,3,3,PConc,4,3,1,6,0.8374582745044361,1,-0.35534240780090887,-0.18618515705055622,0.1723336629619597,GasA,3,1,SBrkr,-0.13073566610992227,-0.8701173641387884,-0.1336023189084742,-0.9050261634965998,1,0,1,0,3,1,3,6,10,1,3,Attchd,1976.0,1,2,0.3731076840580851,3,3,3,0.8313914202273075,1.115882817619566,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2007,WD,Normal,129900,1,1,0,0,1,0,1,0,0,0,1,1,11.77452020265869,-1.0008530302487106,-0.7326925005346401,0.29034776024415276
25,20,RL,0.14713213959216614,-0.18051629364749994,2,0,2,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,-0.8159593473487858,3,4,CBlock,3,3,2,3,0.33835064071211024,5,3.1719506606329215,-0.17555322217913222,0.18894916739327913,GasA,5,1,SBrkr,-0.13073566610992227,-0.8701173641387884,-0.1336023189084742,-0.9050261634965998,1,0,1,0,3,1,4,6,10,1,3,Attchd,1968.0,1,1,-0.14164320251360316,3,3,3,1.3683470672253526,1.0235487083481127,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,3,None,-0.19048147368468307,5,2010,WD,Normal,154000,1,1,0,1,1,0,1,0,0,1,1,1,11.944707881395766,-1.0008530302487106,-0.7160769961033207,0.19801365097269946
26,20,RL,1.5651607767762403,0.8743596427114352,2,0,1,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.6417234253192474,4,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.9218485634790284,0.529422654488155,GasA,5,1,SBrkr,1.1657897940464268,-0.8701173641387884,-0.1336023189084742,0.3297587962815482,0,0,2,0,3,1,4,7,10,1,4,Attchd,2007.0,2,3,0.6765950097004098,3,3,3,-0.9467014684878265,0.8061303464047819,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2009,WD,Normal,256300,1,1,0,0,1,1,0,0,1,0,1,1,12.454103912352162,0.2956724299076384,0.8591814507697031,-0.019404710970631456
27,20,RL,-0.33760211955130853,-0.4427586420366654,2,0,1,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,3,CBlock,3,3,2,4,0.4111812987430125,3,2.999798332384795,-0.2427345861590247,0.04622758999803625,GasA,3,1,SBrkr,-0.6458643791590725,-0.8701173641387884,-0.1336023189084742,-1.395624463931255,0,1,1,0,3,1,4,5,10,0,0,Detchd,2005.0,1,2,0.37789006719164847,3,3,3,1.1365493675000709,0.5521189213309236,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,5,2010,WD,Normal,134800,1,1,0,0,1,0,1,0,0,1,1,1,11.811547477460344,-1.5159817432978608,-1.3493968739332187,-0.2734161360444898
28,20,RL,1.2015201407860092,0.45883989934283337,2,0,1,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.2007173825995612,4,3,PConc,5,3,1,6,0.9615609358124088,1,-0.35534240780090887,0.291297451366155,0.6031157230671027,GasA,5,1,SBrkr,1.3641264893259184,-0.8701173641387884,-0.1336023189084742,0.5186507045620726,1,0,2,0,3,1,4,7,10,1,4,Attchd,2008.0,2,3,0.5789300619868599,3,3,3,-0.9467014684878265,0.7544371666098134,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,5,2010,WD,Normal,306000,1,1,0,0,1,1,0,0,1,1,1,1,12.631340380934517,0.49400912518713,1.1217664276291752,-0.07109789076559991
29,20,RL,-1.0993757518656606,1.1394280505178067,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,CBlock,3,3,4,4,0.9773633668748967,1,-0.35534240780090887,-0.16771453850382415,0.4824941193980001,GasA,3,1,SBrkr,1.1657897940464268,-0.8701173641387884,-0.1336023189084742,0.3297587962815482,1,0,1,0,2,1,3,6,10,2,4,Attchd,1957.0,2,1,-0.027385057070686843,3,3,3,1.236433936490573,1.5096726179069055,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,12,2006,WD,Normal,207500,1,1,0,0,1,0,1,0,0,1,1,1,12.24288661865289,0.2956724299076384,0.8122529156795483,0.6841375605314922
30,30,RM,-0.33760211955130853,-0.6935550975973989,2,0,2,Lvl,4,Inside,1,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,BrkTil,3,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.32770969718639265,-0.4320275723207759,GasA,2,0,SBrkr,-2.3720432146980195,-0.8701173641387884,-0.1336023189084742,-3.0396027192860053,0,0,1,0,1,1,2,4,10,0,0,Detchd,1920.0,1,1,-0.222297870720356,2,3,3,0.5605051713081515,-1.0729164749626994,2.1887199832475632,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,5,2008,WD,Normal,68500,1,1,0,0,1,0,1,0,0,1,1,0,11.134589024250317,-3.242160578836808,-3.471630291606781,0.6945126617877654
