,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,_Basement,_Garage,_Pool,_Fence,_Porch,_New,_Old,_Remodeled,_NormalSale,TotalSF,TotalFloorSF,TotalPorchSF
10,20,RL,0.014673435178530226,0.07620847702263728,2,0,1,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,-0.5774518659425193,3,3,CBlock,3,3,1,3,1.0904464002248242,1,-0.2890821479907773,-0.9795158602117635,-0.025869630315377687,GasA,5,1,SBrkr,-0.3172120978112492,-0.7963568313537193,-0.12040916900268797,-0.9393073627084069,1.0,0.0,1,0,3,1,3,5,10,0,0,Detchd,1965.0,1,1.0,-0.4132282060968954,3,3,3,-0.7497745007299524,-0.7075029749592595,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,2,2008,WD,Normal,1,1,0,0,0,0,0,0,1,-0.6276283485163862,-0.9363418263965603,-0.827645487264569
11,60,RL,0.7325522597848236,0.14965601060149838,2,0,2,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,1.040286823835415,5,3,PConc,5,3,1,6,1.304346526020415,1,-0.2890821479907773,-0.882240762459837,0.301789016168974,GasA,5,1,SBrkr,0.06742361649683472,1.8509567853294604,-0.12040916900268797,1.646041676438767,1.0,0.0,3,0,4,1,5,11,10,2,4,BuiltIn,2005.0,3,3.0,1.2478260242021793,3,3,3,0.4248220938172887,-0.38605789542711416,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,7,2006,New,Partial,1,1,0,0,1,1,0,1,0,1.2388384411436608,1.673633497395922,-0.6273091265036208
12,20,RL,0.0,0.2555665424472594,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,-0.5774518659425193,3,3,CBlock,3,3,1,5,0.6975211691437933,1,-0.2890821479907773,-0.8867651856110893,-0.3365385692042445,GasA,3,1,SBrkr,-0.6639259811312123,-0.7963568313537193,-0.12040916900268797,-1.1970368619380316,1.0,0.0,1,0,2,1,3,4,10,0,0,Detchd,1962.0,1,1.0,-0.564233136124084,3,3,3,0.3688889226483724,-0.7075029749592595,-0.35988197253488313,-0.11650114923917249,2.88299381079621,-0.05811528904199458,0,None,None,-0.08780910664148496,9,2008,WD,Normal,1,1,0,0,1,0,0,0,1,-0.9643552675812008,-1.196526282350951,0.8513640124462355
13,20,RL,1.019703789627341,0.020615592490571148,2,0,2,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.1534154035401658,4,3,PConc,4,3,3,1,-1.0160048385882765,1,-0.2890821479907773,2.097091882639868,1.076034262306072,GasA,5,1,SBrkr,0.9125387070892444,-0.7963568313537193,-0.12040916900268797,-0.02517304512833131,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2006.0,2,3.0,1.7385920467905422,3,3,3,0.5286979831309903,-0.2023749928373168,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,8,2007,New,Partial,1,1,0,0,1,1,0,1,0,0.5666999425416284,-0.013500084183330582,-0.5128312060687932
14,20,RL,0.0,0.04780335353909984,2,0,2,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6217110789278378,3,3,CBlock,3,3,1,4,0.6882211636744198,1,-0.2890821479907773,-0.10630219202005042,0.4911029008043773,GasA,3,1,SBrkr,0.2597414736508767,-0.7963568313537193,-0.12040916900268797,-0.5104293678966093,1.0,0.0,1,1,2,1,3,5,10,1,2,Attchd,1960.0,2,1.0,-0.564233136124084,3,3,3,-0.7497745007299524,2.5528685460096434,2.517287551500278,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,GdWo,None,-0.08780910664148496,5,2008,WD,Normal,1,1,0,1,1,0,0,0,1,-0.06729370976009297,-0.503378630159957,2.883347100164425
15,45,RM,-0.8946397426561081,-0.43914162046439914,2,0,1,Lvl,4,Corner,1,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5774518659425193,3,3,BrkTil,3,3,1,1,-1.0160048385882765,1,-0.2890821479907773,0.5995078195753238,-0.5307066560097863,GasA,5,1,FuseA,-0.8210307095105704,-0.7963568313537193,-0.12040916900268797,-1.3138205412764554,0.0,0.0,1,0,2,1,3,5,10,0,0,Detchd,1991.0,1,2.0,0.4928013740662362,3,3,3,-0.3662327555716696,1.0068707825455159,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,GdPrv,None,-0.08780910664148496,7,2007,WD,Normal,1,1,0,1,1,0,0,1,1,-1.1458721223895776,-1.3144223639552843,0.24081510346048837
16,20,RL,0.0,0.08036779867558384,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4407053514002367,3,3,CBlock,3,3,1,5,0.32784595173619613,1,-0.2890821479907773,-0.3189500801289132,-0.11324526937787148,GasA,5,1,SBrkr,-0.41472537749498883,-0.7963568313537193,-0.12040916900268797,-1.0117937843667388,1.0,0.0,1,0,2,1,3,5,10,1,3,Attchd,1970.0,3,2.0,0.03978658398467037,3,3,3,-0.7497745007299524,-0.7075029749592595,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,Shed,1.321694806940924,3,2010,WD,Normal,1,1,0,0,0,0,0,0,1,-0.7223327945033653,-1.0095187046337326,-0.827645487264569
17,90,RL,0.11039061179270268,0.034716707362755804,2,0,1,Lvl,4,Inside,1,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,-0.5774518659425193,3,3,Slab,0,0,0,0,-1.0160048385882765,0,-0.2890821479907773,-1.2826522113456742,-2.5500547587874207,GasA,3,1,SBrkr,0.37621566882867674,-0.7963568313537193,-0.12040916900268797,-0.42384836424915723,0.0,0.0,2,0,2,2,3,6,10,0,0,CarPort,1967.0,1,2.0,0.20966713026525755,3,3,3,-0.7497745007299524,-0.7075029749592595,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,Shed,0.9189794030602357,10,2006,WD,Normal,0,1,0,0,0,0,0,0,1,-1.6588545381523812,-0.4159729144877788,-0.827645487264569
18,20,RL,-0.1767609180498147,0.3293184166348727,2,0,1,Lvl,4,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.5774518659425193,3,3,PConc,3,3,1,6,0.4859460447155458,1,-0.2890821479907773,-0.2239371939526128,0.15373584997974846,GasA,5,1,SBrkr,-0.11676813401689562,-0.7963568313537193,-0.12040916900268797,-0.79030749596628,1.0,0.0,1,1,3,1,4,6,10,0,0,Detchd,2004.0,1,2.0,0.4928013740662362,3,3,3,-0.7497745007299524,0.853801697054018,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,6,2008,WD,Normal,1,1,0,0,1,1,0,0,1,-0.43295809843204014,-0.7859226877979282,0.14541683643146538
19,20,RL,0.014673435178530226,-0.2930581282633494,2,0,1,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,-0.5774518659425193,3,3,CBlock,3,3,1,2,0.15579585055278614,1,-0.2890821479907773,-0.09499113414191943,-0.05256774225113968,GasA,3,1,SBrkr,0.4926898640064768,-0.7963568313537193,-0.12040916900268797,-0.33726736060170515,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,1,1.0,-0.8379295717983634,3,3,3,-0.7497745007299524,-0.7075029749592595,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,MnPrv,None,-0.08780910664148496,5,2009,COD,Abnorml,1,1,0,1,0,0,0,1,0,-0.24881056456846964,-0.32856719881560065,-0.827645487264569
20,60,RL,1.4982896726982033,0.3820707888185851,2,0,2,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5719911484477433,4,3,PConc,5,3,3,1,-1.0160048385882765,1,-0.2890821479907773,1.336988793229465,0.2605282977227964,GasA,5,1,SBrkr,0.0024147633743416557,2.027135274705924,-0.12040916900268797,1.7507442855008022,0.0,0.0,3,1,4,1,4,9,10,1,4,BuiltIn,2005.0,2,3.0,1.7999377996140875,3,3,3,1.1679342250614617,1.6497609416098065,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,11,2006,New,Partial,1,1,0,0,1,1,0,1,0,1.2848753246095534,1.7793334326273933,0.6414878249823849
21,45,RM,-0.6074882128135908,-0.30431873078718036,2,1,1,Bnk,4,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5774518659425193,3,3,PConc,3,3,1,1,-1.0160048385882765,1,-0.2890821479907773,0.15837656232821495,-1.0039913675982943,GasA,5,1,FuseF,-0.13302034729751888,-0.7963568313537193,-0.12040916900268797,-0.8023885662426686,0.0,0.0,1,0,3,1,4,6,10,1,4,Attchd,1930.0,1,1.0,-0.9039942286852584,3,3,1,-0.7497745007299524,-0.7075029749592595,2.9913666208015264,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,GdPrv,None,-0.08780910664148496,6,2007,WD,Normal,1,1,0,1,1,0,0,1,1,-1.0682670902613585,-0.7981188341707902,1.128018986830402
22,20,RL,0.2539663767139614,-0.07170105883092553,2,0,1,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.0120046789092274,4,3,PConc,4,3,1,1,-1.0160048385882765,1,-0.2890821479907773,2.7372977585420823,1.7629038693806758,GasA,5,1,SBrkr,1.727858073333845,-0.7963568313537193,-0.12040916900268797,0.5808939804038333,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2002.0,2,2.0,0.29460740340555114,3,3,3,0.6165929663964301,1.7262954843555556,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,9,2008,WD,Normal,1,1,0,0,1,1,0,0,1,1.334858226658237,0.5983399255219164,0.6891869584968964
23,120,RM,-1.2296498608057116,-0.6314848851957813,2,0,1,Lvl,4,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,-0.5774518659425193,3,3,PConc,4,3,1,6,0.9369963099801611,1,-0.2890821479907773,-0.8302098962204344,-0.025869630315377687,GasA,3,1,SBrkr,-0.26303805354250503,-0.7963568313537193,-0.12040916900268797,-0.899037128453778,1.0,0.0,1,0,3,1,3,6,10,1,3,Attchd,1976.0,1,2.0,0.47392575781283763,3,3,3,0.04927080168313676,0.9762569654472162,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,6,2007,WD,Normal,1,1,0,0,1,0,0,0,1,-0.6013215579644475,-0.8956880051536867,0.22173545005468379
24,20,RL,0.0,-0.22346557572868272,2,0,2,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,-0.5774518659425193,3,4,CBlock,3,3,2,3,-0.5789045815277213,5,3.8479887120930036,-0.8211610499179296,0.022672391386007757,GasA,5,1,SBrkr,-0.26303805354250503,-0.7963568313537193,-0.12040916900268797,-0.899037128453778,1.0,0.0,1,0,3,1,4,6,10,1,3,Attchd,1968.0,1,1.0,-0.9511832693187549,3,3,3,2.4943494270671893,0.6701187944642206,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,MnPrv,None,-0.08780910664148496,5,2010,WD,Normal,1,1,0,1,1,0,0,1,1,-0.5750147674125089,-0.8956880051536867,0.030938915996637815
25,20,RL,1.9290169674619793,0.383592491862346,2,0,1,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,3.0426626846095024,4,3,PConc,4,3,1,1,-1.0160048385882765,1,-0.2890821479907773,2.2599711160849547,1.2507855404310595,GasA,5,1,SBrkr,1.199661141713589,-0.7963568313537193,-0.12040916900268797,0.18825919642120176,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2007.0,2,3.0,1.9745372499580243,3,3,3,-0.7497745007299524,0.14968390379312813,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,7,2009,WD,Normal,1,1,0,0,1,1,0,0,1,0.8008303784538824,0.20196516840389928,-0.29341519190204035
26,20,RL,-0.46391244789233205,-0.3295790013136119,2,0,1,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5774518659425193,3,3,CBlock,3,3,2,4,-0.47195451862992593,3,2.7208226993156863,-0.8754541277329584,-0.3656637822250758,GasA,3,1,SBrkr,-0.6964304076924588,-0.7963568313537193,-0.12040916900268797,-1.221199002490809,0.0,1.0,1,0,3,1,4,5,10,0,0,Detchd,2005.0,1,2.0,0.4928013740662362,3,3,3,1.0241060706271057,-0.21768190138646656,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,5,2010,WD,Normal,1,1,0,0,1,0,0,1,1,-0.9959234162435272,-1.2209185750966751,-0.5223710327716955
27,20,RL,1.3547139077769446,0.1044107067670066,2,0,1,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,0.5538339311049874,4,3,PConc,5,3,1,6,1.8158468268359582,1,-0.2890821479907773,-0.1832173855913412,1.585725490170619,GasA,5,1,SBrkr,1.4813661719110587,-0.7963568313537193,-0.12040916900268797,0.3976644145452719,1.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2008.0,2,3.0,1.4177065704827665,3,3,3,-0.7497745007299524,0.057842452498229446,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,5,2010,WD,Normal,1,1,0,0,1,1,0,1,1,1.11914254413234,0.4133650388668418,-0.3506541521194541
28,20,RL,-1.086074095884453,0.5957178961626203,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,-0.5774518659425193,3,3,CBlock,3,3,4,4,1.9530219075092174,1,-0.2890821479907773,-0.8143744151910509,1.0517632514553792,GasA,3,1,SBrkr,1.199661141713589,-0.7963568313537193,-0.12040916900268797,0.18825919642120176,1.0,0.0,1,0,2,1,3,6,10,2,4,Attchd,1957.0,2,1.0,-0.7199569702146222,3,3,3,1.5514759702197445,3.2416794307213834,-0.35988197253488313,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,12,2006,WD,Normal,1,1,0,0,1,0,0,1,1,0.6929725371909339,0.20196516840389928,1.6336298020842237
29,30,RM,-0.46391244789233205,-0.41844645906925043,2,0,2,Lvl,4,Inside,1,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.5774518659425193,3,3,BrkTil,3,3,1,1,-1.0160048385882765,1,-0.2890821479907773,-0.10630219202005042,-1.2879621945513993,GasA,2,0,SBrkr,-1.725737248798599,-0.7963568313537193,-0.12040916900268797,-1.9863334533287578,0.0,0.0,1,0,1,1,2,4,10,0,0,Detchd,1920.0,1,1.0,-1.0927503912192442,2,3,3,-0.35824230254753875,-0.7075029749592595,1.0623552353688612,-0.11650114923917249,-0.2706064059624183,-0.05811528904199458,0,None,None,-0.08780910664148496,5,2008,WD,Normal,1,1,0,0,1,0,0,1,1,-1.9955814572171957,-1.9933411787112727,0.0023194358879309205
