,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,_Basement,_Garage,_Pool,_Fence,_Porch,_New,_Old,_Remodeled,_NormalSale,TotalSF,TotalFloorSF,TotalPorchSF
12,20,RL,0.11206446514810021,0.6874237161880845,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,-0.7329760372608447,3,3,CBlock,3,3,1,5,0.8322540573493475,1,-0.33072397395520653,-1.813112261350442,-0.2351799543670121,GasA,3,1,SBrkr,-0.7514195427927995,-0.8574509766170547,-0.12958192165497825,,1.0,0.0,1,0,2,1,3,4,10,0,0,Detchd,1962.0,1,1.0,-0.6905517844053266,3,3,3,0.8075029326484315,-0.9714897563398387,-0.3904404814494823,-0.12636716806154846,3.319833326551797,-0.06933327002303867,0,None,None,-0.16447693935528468,9,2008,WD,Normal,1,1,0,0,1,0,0,0,1,-2.251973286657046,,1.074202398009303
13,20,RL,0.9513962018002002,0.3239913868406734,2,0,2,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.4700030044535723,4,3,PConc,4,3,3,1,-1.361024631763559,1,-0.33072397395520653,1.2255810783529903,0.9421303320347372,GasA,5,1,SBrkr,0.8109600043525784,-0.8574509766170547,-0.12958192165497825,0.08815591197088883,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2006.0,2,3.0,1.0931936327545306,3,3,3,0.9185172981539341,0.18430960574712293,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,8,2007,New,Partial,1,1,0,0,1,1,0,1,0,0.5891393043634007,0.11204959511668873,-0.22751434142978072
14,20,RL,0.11206446514810021,0.3700886408679946,2,0,2,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.0835273990538894,3,3,CBlock,3,3,1,4,0.8293972334209916,1,-0.33072397395520653,0.08707488216856406,0.5954057549267753,GasA,3,1,SBrkr,0.42706150677490495,-0.8574509766170547,-0.12958192165497825,-0.6049995159978516,1.0,0.0,1,1,2,1,3,5,10,1,2,Attchd,1960.0,2,1.0,-0.6905517844053266,3,3,3,-0.9055454855187388,1.9237710194930524,2.693469715681079,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,GdWo,None,-0.16447693935528468,5,2008,WD,Normal,1,1,0,1,1,0,0,0,1,0.09101132596815102,-0.5317240123712174,1.7964855646034668
15,45,RM,-2.404062181767933,-0.7236919100177658,2,0,1,Lvl,4,Corner,1,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.7329760372608447,3,3,BrkTil,3,3,1,1,-1.361024631763559,1,-0.33072397395520653,0.62043436292857,-0.5782439087190858,GasA,5,1,FuseA,-1.2740325021777832,-0.8574509766170547,-0.12958192165497825,,0.0,0.0,1,0,2,1,3,5,10,0,0,Detchd,1991.0,1,2.0,0.50372755928981,3,3,3,0.032593851133873704,1.2574158743988382,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,GdPrv,None,-0.16447693935528468,7,2007,WD,Normal,1,1,0,1,1,0,0,1,1,,,0.6840397812261146
16,20,RL,0.11206446514810021,0.4237607229418105,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.9224581328143978,3,3,CBlock,3,3,1,5,0.7049561591272206,1,-0.33072397395520653,-0.16205460251567702,0.05863824019263451,GasA,5,1,SBrkr,-0.26604929212955014,-0.8574509766170547,-0.12958192165497825,-3.741212528133186,1.0,0.0,1,0,2,1,3,5,10,1,3,Attchd,1970.0,3,2.0,0.15261822942255482,3,3,3,-0.9055454855187388,-0.9714897563398387,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,Shed,4.111870187128995,3,2010,WD,Normal,1,1,0,0,0,0,0,0,1,-0.994177300946644,-3.3585782688694956,-1.2405541200134498
17,90,RL,0.21859765154772925,0.3480504859389078,2,0,1,Lvl,4,Inside,1,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,-0.7329760372608447,3,3,Slab,0,0,0,0,-1.361024631763559,0,-0.33072397395520653,,,GasA,3,1,SBrkr,0.5080898865839919,-0.8574509766170547,-0.12958192165497825,-0.44359999107302306,0.0,0.0,2,0,2,2,3,6,10,0,0,CarPort,1967.0,1,2.0,0.29951772471147814,3,3,3,-0.9055454855187388,-0.9714897563398387,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,Shed,3.240064515613507,10,2006,WD,Normal,0,1,0,0,0,0,0,0,1,,-0.38199028855440337,-1.2405541200134498
18,20,RL,-0.14311452169114697,0.7876100082628831,2,0,1,Lvl,4,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.7329760372608447,3,3,PConc,3,3,1,6,0.7631480787675704,1,-0.33072397395520653,-0.04230557719535312,0.32907055591342316,GasA,5,1,SBrkr,0.10365159595641676,-0.8574509766170547,-0.12958192165497825,-1.4066468996151202,1.0,0.0,1,1,3,1,4,6,10,0,0,Detchd,2004.0,1,2.0,0.50372755928981,3,3,3,-0.9055454855187388,1.1649485197831484,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,6,2008,WD,Normal,1,1,0,0,1,1,0,0,1,-0.3718653502547472,-1.2730142221410725,0.6060377667280408
19,20,RL,0.1092127813729865,-0.31914792298208206,2,0,1,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,-0.7329760372608447,3,3,CBlock,3,3,1,2,0.6334675818481523,1,-0.33072397395520653,0.09860313926894569,0.12633614438488763,GasA,3,1,SBrkr,0.5826747716411592,-0.8574509766170547,-0.12958192165497825,-0.3034682859938874,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,1,1.0,-1.6451453628231913,3,3,3,-0.9055454855187388,-0.9714897563398387,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,MnPrv,None,-0.16447693935528468,5,2009,COD,Abnorml,1,1,0,1,0,0,0,1,0,-0.11251463049560245,-0.25189483581172345,-1.2405541200134498
20,60,RL,1.214053827966773,0.8559298881015465,2,0,2,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.712406129148743,4,3,PConc,5,3,3,1,-1.361024631763559,1,-0.33072397395520653,0.9677134282141848,0.4207105981787987,GasA,5,1,SBrkr,0.21854996074580846,1.505477549849289,-0.12958192165497825,1.1659472563091862,0.0,0.0,3,1,4,1,4,9,10,1,4,BuiltIn,2005.0,2,3.0,1.1147202584581826,3,3,3,1.2696622109813056,1.5814870209503498,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,11,2006,New,Partial,1,1,0,0,1,1,0,1,0,0.9581998888625449,1.1154219162533892,0.9568867996706002
21,45,RM,-1.0155640394390928,-0.34723404338525216,2,1,1,Bnk,4,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.7329760372608447,3,3,PConc,3,3,1,1,-1.361024631763559,1,-0.33072397395520653,0.3248108231765371,-3.2310477649073985,GasA,5,1,FuseF,0.0868343394974968,-0.8574509766170547,-0.12958192165497825,-1.4595496940139319,0.0,0.0,1,0,3,1,4,6,10,1,4,Attchd,1930.0,1,1.0,-2.1465125485644476,3,3,1,-0.9055454855187388,-0.9714897563398387,2.9223129812999717,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,GdPrv,None,-0.16447693935528468,6,2007,WD,Normal,1,1,0,1,1,0,0,1,1,,-1.3217413316647673,1.2099943134988485
22,20,RL,0.36664560766241694,0.15780785158386243,2,0,1,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.3773693151621715,4,3,PConc,4,3,1,1,-1.361024631763559,1,-0.33072397395520653,1.3976268603525142,1.2437225559689131,GasA,5,1,SBrkr,1.1395873349117969,-0.8574509766170547,-0.12958192165497825,0.5870886040420153,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2002.0,2,2.0,0.36540505772469845,3,3,3,0.9747176173146521,1.6147078094914242,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,9,2008,WD,Normal,1,1,0,0,1,1,0,0,1,0.9794911802268119,0.576293740893857,0.9848158994696463
23,120,RM,,-1.455271072529354,2,0,1,Lvl,4,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,-0.7329760372608447,3,3,PConc,4,3,1,6,0.9009973725439427,1,-0.33072397395520653,-1.4387699245847867,0.15482547033796595,GasA,3,1,SBrkr,-0.05979787276761632,-0.8574509766170547,-0.12958192165497825,-2.016805997250428,1.0,0.0,1,0,3,1,3,6,10,1,3,Attchd,1976.0,1,2.0,0.49136987624286155,3,3,3,0.5400782389827724,1.239497914412394,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,6,2007,WD,Normal,1,1,0,0,1,0,0,0,1,-0.6864623580398092,-1.8328007019072157,0.6689306061639455
24,20,RL,0.11206446514810021,-0.15484827267331952,2,0,2,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,-0.7329760372608447,3,4,CBlock,3,3,2,3,0.12810063666735372,5,3.72612603152951,-1.3908860019231986,0.2047679974224522,GasA,5,1,SBrkr,-0.05979787276761632,-0.8574509766170547,-0.12958192165497825,-2.016805997250428,1.0,0.0,1,0,3,1,4,6,10,1,3,Attchd,1968.0,1,1.0,-2.7859292565728686,3,3,3,1.7492879949254418,1.043380619174419,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,MnPrv,None,-0.16447693935528468,5,2010,WD,Normal,1,1,0,1,1,0,0,1,1,-0.6303796874973013,-1.8328007019072157,0.5033689751806849
25,20,RL,1.411053471744273,0.8578618855031473,2,0,1,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,2.3303809221920333,4,3,PConc,4,3,1,1,-1.361024631763559,1,-0.33072397395520653,1.2725126221936958,1.027233716348641,GasA,5,1,SBrkr,0.9402153946939048,-0.8574509766170547,-0.12958192165497825,0.2915468573078222,0.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2007.0,2,3.0,1.17350208780186,3,3,3,-0.9055454855187388,0.6088176260998035,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,7,2009,WD,Normal,1,1,0,0,1,1,0,0,1,0.7248339218330817,0.3012355910167031,0.1350245416841221
26,20,RL,-0.6532653002110822,-0.4119152457187576,2,0,1,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.7329760372608447,3,3,CBlock,3,3,2,4,0.23843899537372557,3,3.1670328590020187,-1.7249951147334859,-0.2801723358565555,GasA,3,1,SBrkr,-0.8382226256347078,-0.8574509766170547,-0.12958192165497825,,0.0,1.0,1,0,3,1,4,5,10,0,0,Detchd,2005.0,1,2.0,0.50372755928981,3,3,3,1.2006754621906395,0.161844735796646,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,5,2010,WD,Normal,1,1,0,0,1,0,0,1,1,-2.645344292406112,,-0.2467963246016272
27,20,RL,1.1408612164072456,0.4623645765741422,2,0,1,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.0253202045299636,4,3,PConc,5,3,1,6,1.0969144365335357,1,-0.33072397395520653,0.0045783572703881545,1.1736424498319438,GasA,5,1,SBrkr,1.0517835196834302,-0.8574509766170547,-0.12958192165497825,0.4592786909919527,1.0,0.0,2,0,3,1,4,7,10,1,4,Attchd,2008.0,2,3.0,0.9721007306887725,3,3,3,-0.9055454855187388,0.5120506807030349,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,5,2010,WD,Normal,1,1,0,0,1,1,0,1,1,0.8842092305852759,0.4573218565585848,0.052657758261522594
28,20,RL,,1.108358814222051,2,0,2,Lvl,4,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,-0.7329760372608447,3,3,CBlock,3,3,4,4,1.1219148815707103,1,-0.33072397395520653,-1.3565485422442118,0.9297597747981434,GasA,3,1,SBrkr,0.9402153946939048,-0.8574509766170547,-0.12958192165497825,0.2915468573078222,1.0,0.0,1,0,2,1,3,6,10,2,4,Attchd,1957.0,2,1.0,-1.118139120368878,3,3,3,1.4333487449519335,2.130681176674432,-0.3904404814494823,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,12,2006,WD,Normal,1,1,0,0,1,0,0,1,1,0.6645771060898238,0.3012355910167031,1.4178443580997413
29,30,RM,-0.6532653002110822,-0.660420024192968,2,0,2,Lvl,4,Inside,1,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.7329760372608447,3,3,BrkTil,3,3,1,1,-1.361024631763559,1,-0.33072397395520653,0.08707488216856406,,GasA,2,0,SBrkr,,-0.8574509766170547,-0.12958192165497825,,0.0,0.0,1,0,1,1,2,4,10,0,0,Detchd,1920.0,1,1.0,,2,3,3,0.045214071131497405,-0.9714897563398387,1.7272776256478388,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,None,None,-0.16447693935528468,5,2008,WD,Normal,1,1,0,0,1,0,0,1,1,,,0.47591894832791115
30,70,C (all),-2.920146403211564,-0.09770038217362066,2,2,1,Lvl,4,Inside,1,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,-0.7329760372608447,3,2,BrkTil,3,3,1,1,-1.361024631763559,1,-0.33072397395520653,0.3460365441281233,-2.684191999192082,GasA,3,0,SBrkr,,1.0246580458461974,-0.12958192165497825,-0.3728597983531035,0.0,0.0,1,0,3,1,3,6,10,0,0,Detchd,1920.0,1,1.0,,3,2,1,-0.9055454855187388,0.5774430603048105,2.659505882177816,-0.12636716806154846,-0.2879078912870303,-0.06933327002303867,0,MnPrv,None,-0.16447693935528468,7,2008,WD,Normal,1,1,0,1,1,0,0,1,1,-1.1733873943134263,-0.31632648746036934,1.2977189393016018
